index,condition_concept_id
T84.092A,45604560
K50.819,45581902
S29.019A,45558787
M77.8,45577356
R37,45577792
C44.721,45576316
R36.9,45606804
S42.001A,45587992
S42.021D,45583199
S42.031D,45583203
S42.031A,45607320
S62.113A,45598215
M21.539,45553117
M12.279,45572360
H35.362,45596073
M89.78,45567792
G93.2,45586321
M92.62,45587215
M92.61,45592100
L20.84,45601213
E16.0,35206887
M67.811,45587034
S61.432A,45554736
R93.9,45534480
S44.42XA,45539934
M19.021,45533746
M10.021,45548288
I95.0,45562424
I70.292,45557570
I70.222,45596233
I82.811,45543236
Z16.21,45609912
M87.9,45582339
I63.231,45601043
Z16.30,45571327
B48.8,45561758
E09.65,45557109
K94.22,45577008
L03.311,45548188
I63.031,45581781
T24.092A,45536589
T23.092A,45555793
T23.091A,45536551
T22.092A,45589552
T22.091A,45550958
T20.05XA,45575037
T24.091A,45599301
T24.211D,45589625
T24.212D,45599306
T23.201A,45560542
T24.212A,45570273
T24.211A,45584764
N97.1,45558181
H50.812,45543077
H53.032,45576789
M51.17,45538784
I45.6,45543178
G96.9,45571841
N60.91,45577537
M31.1,45533824
N60.11,45534134
M21.371,45596521
S83.512S,45545850
T84.410D,45541867
C83.50,45586045
T57.91XA,45594786
C50.319,45566602
T56.892A,45570580
D28.0,45547586
H01.139,45538161
H18.52,45533259
M50.80,45606239
M27.49,45586954
K02.7,45572182
S03.0XXA,45563380
I73.81,45538444
H33.312,45567035
H11.441,45557329
S93.529A,45589455
H93.239,45533426
S33.6XXA,45549392
S82.62XD,45594040
S82.842D,45608469
D35.3,45591001
S89.302A,45603805
M96.5,45562989
D35.1,45586099
H54.2,45567102
L97.511,45572299
M06.871,45606064
M25.774,45562701
E72.3,45566754
E71.0,45566750
J15.29,45591550
M40.294,45567553
E05.80,45600631
Z73.82,45566458
E71.120,45561973
H91.23,45562325
Q60.5,45539287
C18.4,45585986
Q27.32,45544084
C18.0,45542586
M00.9,45591673
M25.432,45533812
C71.2,45600521
D22.0,35206562
S52.532D,45578603
S52.532A,45602814
S52.592A,45602830
S01.512A,45534516
I68.0,45533469
M21.332,45596520
R29.90,45553725
H30.93,45591308
H53.429,45533366
S43.101A,45597782
S43.111A,45568725
H33.102,45538257
S82.831A,45569826
S82.251D,45555313
S82.491D,45584319
T51.0X2A,45585063
H16.209,45576674
I45.19,45596205
S82.409D,45555338
S82.209D,45579396
M35.01,45533829
Z68.24,45552097
J84.81,45586681
J64,45562461
C71.5,45561828
A41.2,45605202
B97.4,45552241
Z88.7,45552132
Z34.92,45556825
Z86.32,45600362
O99.62,45582599
Z34.93,45547304
Z34.91,45561624
Z34.90,45605120
G82.22,45586316
B37.7,45595617
M86.071,45601636
L98.422,45596400
L02.612,45591619
L89.93,45557723
L89.893,45538601
M86.271,45582323
K22.6,45572200
L97.422,45553015
I69.323,45581794
I69.331,45533478
S36.533A,45602455
S71.042A,45574325
S51.002A,45583346
S27.331A,45578095
M70.51,45533920
H30.92,45596060
H31.002,45581639
S46.012D,45544771
S76.312D,45598681
S76.112D,45559907
K14.3,45567294
G60.3,45586308
M86.169,45592036
S82.209B,45608367
S36.09XA,45597619
S86.929A,45541034
K40.31,45572206
H40.1390,45571971
R06.3,45544129
T81.719A,45604531
G45.8,35207398
F17.209,45581435
M51.87,45562749
Z81.0,45585859
H53.452,45600964
L25.4,45572268
S42.252D,45544688
S14.3XXD,45573215
S41.152A,45549468
S42.252A,45559002
S49.92XA,45549633
C18.1,45595640
C18.3,45561789
C91.42,45561872
C48.2,45556988
R50.82,45597189
N13.1,45596856
C26.9,45576309
S82.221D,45574607
S82.231D,45536056
S82.241A,45589109
T69.1XXA,45551429
T69.1XXD,45536984
L25.1,45543368
L89.613,45548219
S09.399A,45606949
W51.XXXA,45604898
H02.009,45591217
N47.6,45543876
H02.039,45571853
S32.612A,45573420
S32.602A,45558874
L67.0,45581957
L25.3,45591631
K62.2,45538541
S32.509S,45539733
N48.0,45592141
T85.9XXD,45565899
S01.551A,45587568
M24.152,45543538
S90.32XA,45565108
K75.89,45543341
S82.032A,45574561
S32.425A,45549365
S82.035D,45536009
S82.092A,45569680
S82.032D,45540821
M96.65,45596834
S32.492D,45558870
S32.425D,45544539
Z13.228,45600306
L65.8,45557709
S63.250D,45535630
S63.280A,45559601
M24.444,45538725
S63.280D,45540465
C22.1,45547482
T40.605A,45546357
E03.2,45566718
L98.1,45553016
Z48.21,45566435
I51.5,45548023
T81.11XA,45594886
Q89.01,45577768
S02.91XA,45587584
S02.92XA,45602077
S02.402A,45563373
S06.309A,45544253
E74.00,45576469
T86.41,45551553
M10.30,45557785
E74.01,45591060
E74.09,45595827
E16.1,35206888
F81.81,45552504
H53.129,45600960
H40.1230,45581660
Y93.61,45547275
T79.8XXD,45580376
R27.8,35211329
M50.31,45538780
R80.1,45592435
D44.6,45537911
H61.819,45552735
H61.329,45533381
H01.119,45566914
H61.399,45557488
M86.172,45558071
E13.621,45566736
L03.032,45581924
F24,35207135
S36.031A,45563727
S36.81XA,45573479
I80.10,45557593
M25.811,45572438
T84.59XA,45604572
I82.5Z1,45533512
S61.215A,45564262
S79.912A,45593866
J60,35208026
T23.221A,45560544
T23.309A,45604111
T23.291A,45570242
T23.391A,45594463
J84.89,45543276
H52.12,45586506
T22.212A,45560494
B25.8,45556933
M89.8X0,45606446
T40.2X5D,45546350
K06.8,45601142
Z11.9,45581007
S90.421A,45594161
N49.2,45606497
T86.12,45599829
T86.19,45537090
I82.90,45548084
N05.1,45587235
E83.81,45552420
T53.5X1A,45589911
N02.2,35209187
T59.5X1A,45556138
I82.3,45567233
C15.5,45547480
S61.412A,45554734
Z95.820,45605178
H00.16,45547773
C92.90,45561879
R29.4,45544139
M50.22,45601471
T23.179A,45589591
H40.30X0,45543049
H44.429,45591365
H40.32X0,45591349
E83.10,45533047
E83.119,45571693
S60.511A,45602953
T73.0XXA,45570665
M75.42,45587055
M70.50,45557962
S06.4X9A,45582830
S06.4X9D,45568257
R40.2242,45563301
R40.2142,45539337
S06.4X1A,45592536
R40.2362,45563304
S63.055A,45593518
S62.617A,45598307
S62.315D,45578857
S62.617D,45607914
S63.065A,45564399
S62.182A,45603051
S62.393A,45569215
H44.819,45562257
D44.4,45581316
H47.10,45547913
K46.0,45562488
M87.059,45567766
Z92.241,45595563
H81.02,45547986
S82.851D,45574701
M21.839,45572394
M25.831,45582121
S52.91XP,45602846
M43.26,42617485
M51.85,45582171
M43.25,42617484
S24.109A,45554002
C71.7,45537835
D33.4,45537906
M26.10,45601427
N97.8,45596891
J95.71,45581865
H80.93,45552756
S00.411A,45539380
S62.335A,45559511
S59.912A,45583596
S62.305A,45607877
S62.395A,45559533
S06.361A,45558589
J98.6,45533564
R16.2,45558458
H11.159,45605613
O09.299,45548692
O13.9,45548704
O14.93,45558204
R39.16,45587511
G37.1,45595934
G37.9,45571797
C79.61,45542629
C79.60,45561834
N41.2,45601731
C67.7,45552271
H44.19,45567071
T20.22XA,45594385
T23.129A,45589587
T20.32XA,45608776
G47.25,45552538
E74.8,45576471
H69.82,45596161
C44.321,45600494
M00.079,45543414
R19.07,45573016
N80.2,45567861
I67.6,45572103
I31.2,35207721
Z63.6,45571379
M51.35,45582169
Z31.49,45585819
M23.222,45596530
M23.252,45538716
S72.432A,45584040
M84.452D,45587124
M84.452G,45591990
M21.941,45543522
R87.820,45573046
Z3A.27,45609933
O35.8XX1,45567928
O99.52,45568008
O09.813,45601776
O09.03,45587273
Q89.8,45568100
P29.9,45544059
Q24.9,45568058
E83.00,45576476
O30.032,45582473
O30.002,45543939
O92.29,45534313
Z39.1,35225122
O30.039,45563079
O30.033,45548733
O30.003,45577577
O30.009,45534198
Z3A.31,45605127
O09.893,45606536
O36.5931,45543979
O99.283,45606673
Z32.3,45609923
O14.13,45587284
Z3A.24,45609932
Z3A.29,45590721
O14.10,45539093
C75.1,45532933
S72.402D,45588896
S72.402K,45555101
J21.9,45567262
I71.6,35207849
F31.89,45538064
F45.0,45552486
Z85.238,45605156
C37,45605264
D15.0,45547577
C38.1,45537800
M67.431,45601512
Z41.9,45561627
H81.93,45586553
K40.40,45586714
Z02.5,45542398
M23.206,1419492
S83.281D,45560143
S83.242A,45555446
C85.19,45542658
S90.821A,45545939
S90.822A,45574818
C83.33,45542647
Q51.0,45563248
D27.0,45542694
D28.7,45600587
Z95.9,45576221
M24.20,45582099
R43.2,45534455
Z91.010,45542489
C83.70,45566635
L53.8,45543373
T82.848A,45537039
C83.78,45561854
C85.89,45566645
Q79.9,45601987
I87.313,45567253
S90.811A,45579634
H21.02,45576689
S92.001S,45608637
M24.471,45548380
S93.04XA,45594284
S86.311A,45603781
S96.911D,45608737
E88.1,45600679
O35.1XX1,45539142
S15.221A,45553944
S11.91XD,45597337
T23.251A,45570240
M87.88,45587191
C34.92,45581206
M24.852,45538732
C34.01,45590884
E06.4,45537952
S91.332D,45603838
S44.90XS,45573649
I25.710,45562343
I70.1,45596231
I72.4,35207856
M85.2,45587155
H81.01,45596173
G81.00,45605573
K02.61,45596293
L74.8,45572281
T43.591A,45565575
H72.00,45557509
R39.81,45558462
S92.209A,45541133
L02.421,45572247
L98.429,45533669
J94.2,35208090
J96.22,45581868
S77.12XS,45564772
S71.102S,45535741
L03.314,45557693
S77.12XA,45588985
S71.112S,45608100
S71.112D,45603321
F31.13,45538061
F20.81,45562038
R06.4,45573005
S62.90XB,45583790
C39.9,45571496
R23.0,45553723
F52.32,45538073
H11.003,45605610
N49.3,45592144
J70.8,45572174
C50.619,45556995
S82.491A,45560076
S82.839D,45603715
Q79.8,45601986
N60.99,45548676
T85.49XA,45551542
H53.60,45538320
G45.1,45576586
D36.10,45595753
D36.12,45561910
E10.11,45557110
G90.9,35207494
B02.8,45542549
L85.2,45601234
H18.9,35207536
Q63.0,45563256
R99,45606834
M96.3,45601704
T83.721A,45546719
K74.1,45572229
I85.01,45538463
M34.81,45596565
M12.50,45557797
S40.212A,45549455
S01.311A,45597239
S60.451A,45583610
S43.102A,45597783
S43.122A,45592986
T59.811A,45589943
H61.93,45596153
S16.1XXD,45534654
Z02.71,45571315
H35.019,45567039
I77.89,45572134
Z16.39,45585807
M00.011,45586810
M25.419,45557853
Z12.73,45566397
F12.229,45591099
O24.319,45587294
S92.213A,45608666
S92.223A,45603883
S67.194A,45550172
S62.634B,45603139
K63.81,45605948
H33.302,45567034
H18.891,45600881
H17.821,45591277
M65.871,45596644
M65.872,45582212
M65.312,45562792
S92.002D,45565147
M65.332,45601505
S92.002S,45550745
M19.172,45582062
Q66.7,45548919
D80.0,35206798
B17.11,45605221
T81.19XA,45599743
D01.7,45542671
J01.11,45576940
S62.91XS,45535612
L04.2,45577026
I71.02,45572129
M22.42,45533785
S62.304B,45588549
S62.324D,45540359
S62.322D,45593447
S62.399D,45603115
S62.332D,45588564
S62.399B,45578888
S62.334D,45578867
S62.394D,45564349
S62.392D,45559532
S62.399G,45569216
F19.14,45542829
C85.98,45576365
L29.1,45601218
B36.2,45600455
T39.011A,45609001
O33.1,45601815
O99.285,45606674
O34.11,45587318
Z31.84,45585820
H04.302,45533198
T80.1XXA,45599725
M46.56,45533843
W11.XXXA,45595230
Y93.89,45537606
Y99.0,45542393
W12.XXXA,45566184
Y93.H3,45580997
W14.XXXA,45595233
I70.422,45562395
M08.3,35208755
L71.1,45591643
R85.613,45577819
K62.82,45572221
R85.612,45548986
Q66.89,45563261
T22.20XA,45555765
T23.279A,45589599
S74.20XA,45564748
E74.11,45571686
A02.9,45552151
T24.332D,45589633
T25.212A,45584782
T23.002A,45579923
T24.002A,45570268
T24.202A,45608892
T24.332A,45589632
T24.302A,45536594
T24.002D,45608884
I69.990,45557567
Z31.448,45571342
F52.4,45566851
S12.600A,45582879
S12.500A,45587673
S42.399A,45535000
N94.3,45548682
S12.300B,45582867
F51.09,45566848
S41.111A,45573523
X99.9XXA,45595350
J45.998,45572171
M48.54XA,45543600
T15.81XA,45604018
H16.141,45547821
M21.90,45601384
M24.429,45543541
M67.432,45587032
M72.1,45562824
L73.0,45605991
L70.1,45543377
M25.371,45577226
J38.1,45591557
F73,45586258
Q93.5,45601997
R87.0,35211493
R79.9,45577814
Z18.12,45595488
H65.03,45533385
O24.32,45606548
O35.9XX0,45543968
O24.93,45563061
O15.2,45567889
Q04.1,45587434
O21.2,45567891
O25.10,45567898
S80.911A,45535977
I61.8,35207815
C64.1,45600517
C79.01,45552283
C79.02,45600526
O03.4,45558185
G09,45595927
Z18.81,45585808
S01.02XA,45544188
R97.8,45558494
S76.311D,45569612
M79.603,1420775
N89.5,45606516
M02.00,45577083
M12.80,45557801
N36.41,45548663
N94.0,45587262
G97.81,45600812
M47.811,45533852
Z52.9,45566438
M47.27,45572458
M46.96,45553188
I44.4,45601035
S32.402G,45539710
G62.1,45576603
M1A.9XX1,45601377
J45.31,45548117
G57.12,45581507
H02.66,45600830
N93.8,45606520
H72.829,45605750
J98.9,45572178
D26.9,45590992
K62.4,45543329
Z85.00,45556859
Z13.858,45556819
M41.116,45591828
M54.15,45567579
M41.115,45596569
M41.125,45596570
S31.020A,45563624
S32.10XD,45563662
L01.09,45572244
H71.00,45601000
H65.22,45591411
H71.92,45581738
N30.80,45558148
K45.8,45533597
M27.8,45606212
M27.9,45533822
F15.950,45566805
H49.21,45596120
S62.624D,45593492
S62.606D,45598301
E08.36,45566724
H43.22,45591359
H43.392,45571986
C92.12,45547555
M18.0,45606129
S02.2XXS,45544220
M26.29,45572441
S02.412D,45587574
S02.411A,45573091
S02.2XXD,45558550
S01.312A,45592471
S00.432S,45553769
A40.0,45547407
J12.1,45543256
T40.1X4A,45536719
S16.1XXS,45582902
G47.31,45581498
G44.019,45533142
M43.12,45591834
G54.2,45581505
M43.02,45543572
M99.81,45567817
H50.50,45562267
S22.080A,45582949
S22.028A,45582938
S12.090A,45568281
S22.018A,45587743
S12.601D,45606983
D22.71,45576381
T15.00XA,45555706
I83.019,45596261
I83.029,45591527
S82.839A,45608465
F31.60,45576538
F30.2,35207142
T43.201A,45575275
M24.019,45543533
M24.119,45577206
H70.90,45547971
C84.A0,45590951
N89.1,45563028
D07.2,45581279
N90.3,45592154
S83.8X2A,45603752
H16.002,45538212
S42.192D,45607340
S42.352D,45539879
S42.102D,45597695
G56.92,45538126
S42.112D,45573539
S42.352G,45563841
S42.115D,45592905
S42.352A,45554312
S42.112A,45554253
S31.139A,45563626
S21.131A,45607039
S21.139A,45582922
D51.1,45532987
D59.4,35206735
D80.5,45542720
G61.89,45576602
Z15.89,45566399
O71.82,45544024
O34.31,45596962
H15.849,45591269
Q11.2,45539263
Q05.1,45606720
T85.85XD,45537088
C96.9,35206456
I70.234,45557569
L03.031,45596361
I70.261,45538422
I70.421,45576907
Z89.511,45595557
S62.509B,45583757
S48.919S,45539967
O26.841,45543929
C76.1,35206314
C49.21,45595663
S43.50XA,45568739
E15,35206886
E44.1,45537973
T78.05XA,45546671
C85.87,45537869
J15.20,45601122
C85.82,45566642
H35.051,45533302
H35.51,45543036
R47.9,45539349
S62.232B,45598247
S62.92XB,45578925
S63.659A,45535657
M24.542,45596542
S68.121A,45603294
S65.511A,45579020
S63.695A,45540494
S68.613A,45569399
S63.682A,45535659
S63.285A,45578971
S64.32XA,45583846
S63.125A,45593523
S62.232D,45607860
S62.92XD,45583791
M20.092,45548343
M62.442,45553225
S66.313D,45574278
Z89.022,45552133
S68.113D,45569392
M66.242,45543651
S69.92XD,45598478
M67.844,45601517
S68.112D,45545394
S69.92XS,45559704
M84.551D,45558036
M75.82,45538863
D48.0,45586112
S83.92XS,45589252
Q86.0,45582682
G25.79,45552520
R41.83,45582709
M75.22,45587054
K94.19,45567333
N30.81,45539041
S06.1X6A,45544247
M77.32,45587061
S50.369A,45597860
S06.379A,45573136
S01.429A,45558533
S30.91XA,45549292
S79.911A,45598703
D18.02,45537898
S62.316D,45574120
S62.316A,45578858
S56.212D,45559340
G56.32,45571817
S31.001A,45554059
S42.113B,45578299
S32.309B,45544528
S35.239A,45592819
S42.023B,45568634
S31.122A,45549304
N60.22,45587251
R43.8,35211354
J95.830,45562472
O62.0,45548813
B08.4,45585948
S00.512A,45577840
T86.820,45590134
T24.319A,45589631
T21.39XA,45608798
K57.50,45572217
S32.019D,45563654
M40.40,45596568
Z94.83,45590781
M24.521,45557845
H17.13,45566988
H16.409,45605626
L51.1,35208545
H17.829,45562172
H11.239,45542964
H17.823,45542982
H16.403,45581600
H11.233,45586371
Q10.3,45606725
M76.821,45577350
M77.31,45543687
F17.201,45591115
S72.332D,45579179
S72.302D,45540654
S72.332A,45555068
S72.352A,45564670
S32.040A,45558825
S70.11XD,45535732
S70.11XA,45559708
H91.22,45552762
K51.00,45538531
M67.912,45577332
J05.0,45567258
S63.116A,45554857
S63.045A,45593517
S63.042D,45578933
F48.8,35207191
Z3A.40,45585827
W23.0XXA,45585595
N87.1,45534145
Z13.818,45590701
F52.6,45605504
N94.819,45601761
C85.91,45557036
E08.40,45605392
F06.1,45533063
N92.3,45572738
L02.426,45533627
S84.11XA,45555454
S84.11XD,45555455
S86.911A,45608563
O36.60X0,45539161
Z34.83,45542420
O36.8130,45534250
O47.03,45539186
O9A.212,45563202
T22.019A,45546138
O26.819,45601789
C48.1,45542610
D24.2,45566676
N71.9,45582420
R79.0,45558482
O94,35210394
O69.89X0,45592288
Z83.1,45547348
S52.90XA,45598049
Z28.82,45537622
H50.30,45538308
I82.403,45576922
Z81.2,35225315
I82.443,45581821
I82.433,45596251
D68.69,45571639
Z85.07,45552119
G83.24,45562108
I63.49,45601045
I71.3,45591511
I21.02,45572079
Q82.0,45592394
M24.659,45557847
I82.502,45586637
S81.802S,45540804
M05.30,45586836
K51.30,45557657
S22.39XS,45549239
C02.9,45537787
C13.9,45542584
N43.1,45572713
N45.4,45587243
H66.91,45557495
M24.619,45601409
D30.10,45571608
C65.9,45581224
M60.009,45567582
H30.893,45571937
H25.811,45557378
S22.42XD,45549241
H21.569,45596047
H30.103,45567023
H44.113,45547904
R09.1,45539316
H20.023,45591286
H21.543,45567011
A60.00,45585928
E10.620,45600639
M65.322,45538829
S41.029A,45568619
L55.9,45591639
L02.512,45596357
S31.600A,45534786
S22.069A,45549230
O26.21,45606551
O99.119,45582592
O46.8X9,45548807
D68.61,45552361
O26.20,45606550
O41.8X90,45582546
O00.1,45596894
O36.63X0,45563129
O28.5,45548728
O28.3,45548727
O00.9,45572743
D70.0,45532997
Z3A.08,45552081
O09.11,45592176
O99.112,45577672
O26.91,45587298
O36.62X0,45582519
O20.8,35209553
S52.301K,45588278
S52.334D,45544915
S52.571D,45549790
S62.331D,45545199
S52.334G,45593165
S52.501K,45559266
S52.331K,45573807
S52.571K,45559288
S39.93XD,45563773
S62.301D,45603073
S32.810B,45583119
S52.571A,45568948
S62.331A,45603084
S52.391K,45597995
M24.131,45538721
K80.11,45586736
H49.01,45581693
N52.8,45601740
M85.462,45548570
T82.330D,45575567
S00.93XS,45597230
L89.022,45533653
T21.34XA,45608797
T21.35XA,45575056
M70.10,45543666
I97.130,45586654
Q82.9,45534413
D22.62,45532976
H53.001,45533355
H02.876,45581548
I86.4,45581835
H43.89,45605695
H33.21,45581645
D16.20,45605346
T23.002D,45579924
T24.222D,45546227
L76.82,45548206
E34.51,45600656
A69.20,45542535
E53.1,45595819
C44.390,45600495
C44.791,45561804
I82.501,45567236
H43.311,45576755
H43.12,45600926
C86.0,45571566
Z96.629,45585887
I77.2,45596249
C92.Z0,45537877
S62.619A,45545238
H00.031,45591212
H00.011,45581525
L23.1,45596368
D57.1,35206724
D57.01,45542708
H61.899,45600985
M25.361,45601421
S83.91XD,45584403
S83.511S,45545849
S86.911D,45594125
T17.200A,45575020
Z01.42,45547281
S82.009B,45540810
E72.10,45542764
M48.40XA,45562737
M87.872,45587190
M21.171,45562666
H33.309,45543023
N81.5,45606507
I75.029,45567226
S06.9X5D,45544278
G83.0,45547762
H16.129,45533244
H65.01,45533384
H65.111,45567119
H74.8X1,45557518
S50.811A,45535099
D16.6,45557058
L89.310,45601243
K43.5,45538528
Z01.82,45590691
C44.101,45585994
A58,45532847
K51.20,45576990
K51.211,45601177
N04.0,45577510
M1A.3790,45586905
M24.561,45586933
S62.337G,45574135
S62.327D,45564328
S62.235D,45540350
S62.327A,45535551
N91.4,45534148
M23.369,45567506
S97.00XA,45579808
G11.4,45533130
Z93.51,45590778
Z89.449,45547369
B35.2,45542558
M12.549,45562635
T26.50XA,45599347
C79.81,45542630
O22.41,45572768
G89.22,45566907
B44.81,45561757
H92.11,45572070
H72.91,45543132
T81.32XD,45565815
Q75.1,45577758
Q30.1,45597117
Z22.338,45609916
Z87.441,45595553
B01.9,45590839
T57.0X1A,45560904
M84.359A,45582274
N00.9,45558132
Z20.820,45590709
C38.4,45605265
A08.39,45571414
H18.839,45533264
D58.2,35206728
G57.72,45595953
I82.411,45581820
M12.58,45557800
M70.71,45601520
T66.XXXS,45541771
Z85.22,45609978
I80.01,45591518
V48.6XXA,45595078
V49.9XXA,45595083
G21.4,45566864
S82.852D,45536151
R13.11,45563291
D23.10,45547584
Z18.39,45609913
S01.82XA,45597249
Q18.4,45572950
M24.073,45557836
Q77.1,45539307
R89.7,35211508
S39.011A,45568607
K28.4,45596313
C82.94,45581239
T19.2XXA,45584660
O09.01,45558192
O26.899,45563067
Z31.83,45542418
S60.454A,45588453
L50.3,45596376
N70.91,45567857
M94.262,45534098
S83.412A,45555448
H35.079,45543029
H35.029,45576732
E11.628,45547627
M67.80,45601516
H35.711,45562234
M15.1,35208760
M60.80,45596608
H18.50,45566998
M47.14,45577268
M40.10,45548406
W06.XXXA,45551832
T80.411A,45556227
T80.311A,45561011
E10.618,45537960
E78.89,45586174
H40.2233,45567057
M87.30,45567775
S01.522A,45597247
M40.04,45601438
D23.20,45586093
H16.131,45581592
M26.213,45591813
K11.6,45533579
M20.029,45606151
M32.8,45572445
H15.102,45576664
C11.8,45605260
K03.89,45557635
H49.40,45557454
C82.18,45537852
C82.83,45586037
C82.40,45586034
C82.13,45600541
C82.10,45552297
M87.822,45548595
Z43.8,35225139
H47.323,45600945
H16.299,45571903
H52.229,45552720
C54.8,45566606
J95.89,45562473
S53.409A,45545006
T81.10XA,45590048
C94.6,920124
H02.105,45538162
S42.301D,45534990
S42.321D,45554300
S42.191A,45573563
S42.391A,45549528
S42.322D,45573588
S42.301A,45583242
Z89.112,45609989
S37.051A,45539788
S42.101A,45558978
I28.1,45581769
S73.001A,45598649
S60.359A,45593346
M65.311,45606279
S52.601K,45568955
T84.9XXA,45546748
S52.611K,45568959
M84.433D,45567699
S52.539A,45593205
S71.102A,45535740
T40.601A,45560708
Z89.019,45585871
R83.9,35211462
M71.21,45557976
R94.01,45582732
T23.139A,45599261
V48.5XXA,45609515
Y35.893A,45542302
T81.509A,45590052
Z87.76,45552129
C16.8,45576303
T86.49,45590132
D04.39,45581274
F19.121,45533089
T82.857D,45541835
Q27.33,45548892
K83.3,45538553
K26.3,45605926
Z56.9,45552090
Z79.3,45576184
D64.0,35206751
I72.2,35207854
T46.7X5A,45599536
S26.92XA,45534739
S21.129A,45592642
S71.111D,45579095
S26.91XA,45563598
O98.52,45572901
O99.344,45572907
O99.324,45582594
O41.03X0,45582539
O33.7,45572803
O99.322,45572904
Z85.028,45547352
M85.859,45587163
T17.908A,45575028
T17.908D,45541258
Q14.1,45577721
S62.309B,45607880
Z68.53,45552098
Z60.9,45585842
S22.029D,45558718
S22.029G,45597439
M48.52XG,45577276
S93.505A,45560389
S60.211A,45559386
T16.2XXA,45570144
T43.502A,45555992
Q79.6,35211142
T74.22XA,45556216
O86.89,45601896
E10.329,45591026
O92.79,45582585
I82.5Y2,45581823
M62.472,45538818
F63.9,35207224
S93.691A,45550859
M76.71,45567655
S93.601D,45536423
G80.1,45552548
Q66.0,45539290
Q66.1,45563260
S52.119A,45607505
M92.211,45582366
M24.831,45582107
H61.009,45576810
Z53.1,45561636
G40.804,45542884
G40.419,45595937
F98.5,45542874
M27.40,45572444
D16.5,45566666
Q79.59,45577763
O92.13,45568002
O92.20,45592304
C85.99,45590960
Q52.3,45592377
K59.4,45581905
N89.6,45553462
K29.90,45581894
R40.3,45534451
Q54.9,45548912
I26.92,45552786
B82.9,45581189
S22.019A,45553981
H02.829,45581545
S62.233A,45607863
M43.8X6,45591839
G40.801,1411631
R85.610,45592438
S92.062D,45555557
S92.002A,45550743
S92.052D,45536319
Z47.31,45581037
G56.11,45547750
O69.2XX0,45587384
L97.213,45586802
L97.223,45543403
D23.61,45566675
M46.02,45557880
D32.1,45576389
C25.4,45547485
C43.71,45542599
D35.01,45586098
E89.6,45566766
S92.001D,45603842
L97.221,45548223
L97.521,45538608
L97.211,45606020
F13.90,45542804
D10.0,45542680
T24.331S,45579978
T24.309A,45570280
S72.491K,45598643
S72.464E,45569556
M86.251,45592037
M86.651,45596783
S72.401K,45608195
S72.464M,45584066
T84.53XA,45561078
S72.401D,45555100
T84.7XXA,45609377
C13.0,45537793
T43.1X1A,45570426
D39.8,45595756
N90.1,45543901
S62.633D,45607919
S93.602A,45550857
C44.119,45571503
C44.109,45600489
M24.412,1419582
A41.53,45571428
J96.12,45572177
Z43.0,35225131
G71.2,45542903
K92.81,45548177
I82.290,45586634
S05.01XD,45553827
S62.336D,45603085
S91.204A,45579649
I63.511,45605809
I63.311,45557552
S02.609S,45606878
K11.23,45538507
T23.292A,45541350
S22.41XD,45607074
G43.829,45571803
G44.81,45591184
S49.109S,45583335
S62.321A,45545194
S43.084A,45549573
S62.323P,45574126
S62.313D,45583719
S00.211A,45606837
K80.64,45543349
S83.282D,45598926
S76.111D,45593840
S83.411A,45584400
H05.231,45586359
O61.1,45553582
B65.9,45542571
S03.1XXA,45563381
T84.89XD,45604573
M21.762,45596524
M21.751,45538706
N60.01,45601742
I82.421,45548080
I82.521,45596254
O04.85,45534157
O04.80,45539079
M84.522A,45553323
N43.2,45582403
M84.551A,45543746
M89.8X2,45567793
M84.522D,45596729
M84.422A,45562880
M84.68XD,45562923
M53.85,45533866
M53.86,45548441
K02.3,45586688
K04.5,45586691
K04.1,45572186
S61.402A,45535490
K02.63,45572181
S62.308D,45559497
S02.65XA,45597260
S02.600A,45573094
F12.129,45552434
S66.922A,45579062
S55.109A,45569000
S71.101D,45564578
S41.012A,45554235
S13.151A,45606992
S14.155A,45573213
S13.141A,45544337
S14.151A,45602199
F20.1,45591128
D57.02,45561923
L50.0,45581945
K40.21,45581895
H44.019,45591362
M00.019,45591667
S72.409B,45603429
S32.049A,45554107
S02.113A,45549032
S52.512D,45535293
S52.352D,45559253
M40.14,45567550
M43.15,45548415
M40.15,45567551
S22.089D,45568397
L63.9,45596382
T71.193A,45590020
S10.84XA,45592560
S10.83XA,45553876
S42.021A,45607315
L43.9,45591635
Z89.021,45576204
S63.106A,45588649
I82.431,45562405
I82.4Z3,45605851
Z16.12,45566400
S52.032A,45554431
G25.1,45552519
C84.A9,45561860
C84.A8,45581246
C84.09,45600554
C84.04,45600553
I82.503,45572140
D44.10,45605367
G40.019,45605539
T51.94XA,45551313
T22.011A,45608804
T24.132A,45594492
T24.312A,45599309
H66.93,45572041
H70.93,45591421
H65.93,45552740
S93.439A,45550852
T42.6X5A,45584926
C66.9,45581225
W26.0XXA,45575924
G61.0,45562102
Q82.1,45582680
M76.50,45572548
H11.139,45538205
I33.9,45538378
G83.20,45542910
I40.1,45538380
T23.331D,45608854
T23.301A,45584742
H16.219,45591273
S00.06XA,45602047
F12.99,45591101
T21.16XA,45570184
B45.1,45552226
Q67.0,45544107
S86.012D,45608552
S86.002A,45579561
N89.3,45587261
T80.29XA,45537008
A60.09,45561723
R87.614,45548989
M05.741,45606051
M05.742,45596437
M05.00,45586833
M05.70,45543434
